segment,anomaly,train,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len,label
1183.0,1.0,0.0,5.0,484.0,73.0,-3.483687068493151e-06,4.1366680665369614e-10,2.033880052150805e-05,-1.1187194084150298,-0.3538341250313752,2.0,1.0,1.0,1.0,6.0,1.7154743485767584e-11,3.158558577629212e-11,17928.0,365.0,8.546834848216867e-13,5.666668584297209e-12,0
1184.0,0.0,0.0,5.0,432.0,87.0,-1.7754537586206897e-05,5.593950657638383e-11,7.479271794525442e-06,-0.3341481487616362,-0.7107633780122471,1.0,1.0,1.0,25.0,29.0,5.486589178550567e-13,8.011322910038748e-13,2200.0,435.0,1.2948959855644405e-13,6.429828342113084e-13,0
1185.0,0.0,1.0,5.0,465.0,94.0,-2.073752792978724e-05,2.76611990319224e-10,1.663165627107607e-05,-1.2724178438826792,-0.1286152097177212,1.0,1.0,1.0,24.0,29.0,1.3669049355970417e-12,9.041786087455828e-13,2361.0,470.0,5.948644953101592e-13,2.942680748076852e-12,0
1186.0,1.0,1.0,5.0,835.0,160.0,5.522882461687501e-07,4.16842960146881e-10,2.04167323572329e-05,-1.023088408250943,0.3349471162028714,2.0,2.0,1.0,2.0,3.0,4.9266617053563635e-11,1.431265498473457e-10,5975.0,800.0,4.992131259244084e-13,2.6052685009180067e-12,0
1187.0,0.0,1.0,5.0,500.0,101.0,1.353925053960396e-05,1.9618387881041743e-10,1.4006565560851006e-05,-1.3967328680885132,0.0047107458427755,1.0,1.0,1.0,28.0,33.0,9.174530776807254e-13,6.58101091202029e-13,2500.0,505.0,3.923677576208349e-13,1.9424146416873016e-12,0
1188.0,0.0,1.0,5.0,725.0,146.0,-1.0065025890410944e-07,4.71471652241636e-10,2.171339798929768e-05,-1.1615266081080389,-0.2311894441571073,1.0,1.0,1.0,35.0,48.0,7.599421524277867e-13,4.347119621277439e-13,3625.0,730.0,6.503057272298431e-13,3.2292578920660017e-12,0
1189.0,1.0,0.0,5.0,870.0,175.0,1.7082065914285715e-05,9.821752556425152e-11,9.910475546826776e-06,-0.5491065799633299,-0.4288631144022721,19.0,5.0,2.0,20.0,21.0,6.582765186853374e-11,1.9545278953215686e-10,4350.0,875.0,1.1289370754511669e-13,5.612430032242944e-13,0
1190.0,0.0,0.0,5.0,460.0,93.0,-1.0013619688172044e-06,9.423433992441678e-10,3.069761227268609e-05,-1.471300480643183,0.1110217933341599,1.0,1.0,1.0,6.0,9.0,5.461243886769675e-12,3.3757103623635735e-12,2300.0,465.0,2.0485726070525386e-12,1.0132724723055568e-11,0
1191.0,0.0,1.0,5.0,400.0,81.0,-7.543322086419753e-06,6.934569419526643e-10,2.633357062672406e-05,-1.4654707828333875,0.0826458925803019,1.0,1.0,1.0,15.0,26.0,4.367555060005213e-12,8.348994786904217e-13,2000.0,405.0,1.733642354881661e-12,8.561196814230423e-12,0
1192.0,1.0,1.0,5.0,456.0,92.0,-2.436841717391304e-06,3.2484744647154807e-10,1.802352480708333e-05,-0.7937499091808826,0.0148371308138016,1.0,1.0,1.0,4.0,12.0,4.817813928108371e-12,3.5959111826264696e-12,2286.0,460.0,7.123847510340969e-13,3.530950505125524e-12,0
1193.0,0.0,1.0,5.0,310.0,63.0,3.6311094920634927e-06,5.816882978982862e-10,2.4118215064516822e-05,-1.4067721665600754,0.0341698031702652,1.0,1.0,1.0,10.0,20.0,6.411670268271057e-12,1.219976960654056e-12,1550.0,315.0,1.876413864188021e-12,9.233147585687088e-12,0
1194.0,0.0,0.0,5.0,285.0,58.0,-1.943617735172414e-06,4.16769327232272e-10,2.041492902834276e-05,-1.4636675726816089,-0.0505811929795342,1.0,1.0,1.0,5.0,16.0,5.195671324103369e-12,5.003933031902537e-13,1425.0,290.0,1.462348516604463e-12,7.185678055728827e-12,0
1195.0,0.0,1.0,5.0,266.0,54.0,1.2352353148148144e-06,2.230656680807624e-10,1.49353830911953e-05,-1.3529593307072183,-0.0594054475413641,1.0,1.0,1.0,10.0,18.0,3.227871339440499e-12,7.27272925041015e-13,1336.0,270.0,8.385927371457237e-13,4.130845705199304e-12,0
1196.0,0.0,1.0,5.0,281.0,57.0,-6.719469719298246e-06,2.534836296755511e-10,1.592116923079304e-05,-1.441404472554171,0.0631407962504086,1.0,1.0,1.0,11.0,19.0,3.3670705991402654e-12,9.052947565509028e-13,1425.0,285.0,9.020769739343456e-13,4.4470812223780895e-12,0
1197.0,0.0,1.0,5.0,264.0,54.0,8.327526037037036e-06,3.640970256658789e-10,1.9081326622273382e-05,-0.98581285464715,-0.432506483798871,1.0,1.0,1.0,9.0,18.0,3.849851445130579e-12,8.830555603287551e-13,1336.0,270.0,1.3791554002495413e-12,6.7425375123310886e-12,0
1198.0,0.0,0.0,5.0,275.0,56.0,2.178075892857143e-06,3.6502337833198844e-10,1.910558500365766e-05,-1.512847529381968,0.0254659241929815,1.0,1.0,1.0,7.0,17.0,4.925640042197356e-12,8.107648995698221e-13,1397.0,280.0,1.327357739389049e-12,6.5182746130712224e-12,0
1199.0,0.0,1.0,5.0,242.0,49.0,-6.41503795918367e-07,1.4206516220508738e-10,1.1919109119606524e-05,-0.92184205980643,-0.5016231535208191,1.0,1.0,1.0,11.0,16.0,1.947993054303832e-12,6.087309811360217e-13,1232.0,245.0,5.870461248144106e-13,2.89928902459362e-12,0
1200.0,0.0,1.0,5.0,240.0,49.0,3.75364263877551e-06,2.5442679394551896e-10,1.5950761547509856e-05,-1.0746854016806031,-0.4137340826586285,1.0,1.0,1.0,5.0,16.0,3.2388729966109805e-12,4.676647082058885e-13,1200.0,245.0,1.0601116414396625e-12,5.1923835499085495e-12,0
1201.0,0.0,0.0,5.0,271.0,55.0,-2.912630701818182e-06,4.456326709518353e-10,2.1110013523250888e-05,-1.3939949033842989,-0.0799552259428101,1.0,1.0,1.0,5.0,18.0,5.959266138474404e-12,6.652705125306556e-13,1361.0,275.0,1.644400999822271e-12,8.10241219912428e-12,1
1202.0,1.0,1.0,5.0,310.0,53.0,-7.918431171698112e-06,7.605351265616691e-10,2.757780133661255e-05,-0.8727120589418691,0.3781797931699778,2.0,1.0,1.0,2.0,3.0,2.8026152570563867e-10,7.792734385863371e-10,4300.0,265.0,4.3896427033627116e-05,1.4349719369088091e-11,1
1203.0,0.0,0.0,5.0,265.0,54.0,-1.0560448518518518e-06,3.4841665216679485e-10,1.8665922215813367e-05,-1.4713468861408598,-0.0366415823212502,1.0,1.0,1.0,11.0,16.0,5.067343673796193e-12,9.499121227272358e-13,1343.0,270.0,8.77928504753558e-05,6.452160225311018e-12,1
1204.0,1.0,0.0,5.0,331.0,67.0,-8.703128059701491e-07,2.7751291909766676e-10,1.6658719011306564e-05,-1.1996198830082938,0.2087001352542775,9.0,2.0,2.0,10.0,12.0,1.757667335152816e-10,4.858439282742612e-10,1663.0,335.0,0.00013168927457927158,4.141983867129355e-12,1
1205.0,0.0,0.0,5.0,205.0,42.0,-9.089827666666666e-06,1.0639995072441344e-10,1.0315035178050216e-05,-1.4943245071041489,-0.0299586895116472,1.0,1.0,1.0,8.0,11.0,2.7063208435327908e-12,8.435183744905003e-13,1025.0,210.0,0.00017558569884011075,2.533332160105082e-12,1
1206.0,0.0,0.0,5.0,240.0,49.0,3.4143774081632653e-06,6.573441222709763e-10,2.563872310141393e-05,-1.3574123986357995,-0.1349809216991692,1.0,1.0,1.0,4.0,14.0,1.1251747594153118e-11,1.7290722156450426e-12,1200.0,245.0,0.00021948212564028844,1.3415186168795434e-11,1
1207.0,1.0,1.0,5.0,230.0,47.0,-4.583778085106382e-06,5.151779737447049e-10,2.269753232720916e-05,-1.292439740235496,-0.02645300674072,2.0,1.0,1.0,1.0,1.0,4.346159683933233e-11,7.310031778099357e-11,1150.0,235.0,0.0002633785497215661,1.096123348392989e-11,1
1208.0,0.0,1.0,5.0,220.0,45.0,-3.680202222222221e-07,4.281187902200687e-10,2.069103163740437e-05,-1.4882542379858033,-0.1095380277660695,1.0,1.0,1.0,4.0,17.0,8.794479451030992e-12,8.849607215346688e-13,1100.0,225.0,0.0003072749740079438,9.513750893779305e-12,1
1209.0,0.0,1.0,5.0,210.0,43.0,-2.747563906976744e-06,3.59086310769168e-10,1.894957283869924e-05,-1.50061112548888,0.0101090904455506,1.0,1.0,1.0,5.0,15.0,8.289831088412108e-12,1.0986689373696385e-12,1050.0,215.0,0.0003511713983522215,8.35084443649228e-12,1
1210.0,0.0,1.0,5.0,265.0,54.0,1.3518090740740737e-06,8.023523300713864e-10,2.8325824437629108e-05,-1.4147948269397732,0.0049969737010733,1.0,1.0,1.0,6.0,17.0,1.1744465209461232e-11,1.5693580802976326e-12,1325.0,270.0,0.00039506782425029923,1.4858376482803452e-11,1
1211.0,0.0,1.0,5.0,250.0,51.0,-9.551849411764707e-07,2.547324510242564e-10,1.5960339940748642e-05,-1.2598928503859177,-0.1747200086103276,1.0,1.0,1.0,8.0,16.0,4.10967762679928e-12,1.2181504696229941e-12,1250.0,255.0,0.0004389642468217769,4.9947539416520865e-12,1
1212.0,0.0,1.0,5.0,240.0,49.0,-1.2202560204081633e-06,1.4022389780802955e-10,1.1841617195638e-05,-1.4217907388641926,-0.1376080464335136,1.0,1.0,1.0,11.0,16.0,2.556893019548959e-12,6.658902175232012e-13,1200.0,245.0,0.0004828606709673546,2.861712200163869e-12,1
1213.0,1.0,1.0,5.0,192.0,30.0,-3.0813996666666667e-06,1.3621306314937654e-10,1.1671035221837717e-05,-1.001771248694541,0.122915380600928,2.0,1.0,1.0,2.0,4.0,4.063657245602996e-11,7.725926456209438e-11,3222.0,150.0,0.0005267570956728323,4.540435438312553e-12,1
1214.0,0.0,1.0,5.0,190.0,39.0,1.1971897307692308e-06,2.1279966335931472e-10,1.4587654484505545e-05,-1.501930045908895,0.014196186493278,1.0,1.0,1.0,7.0,13.0,6.1122335270238885e-12,1.4318399066901237e-12,950.0,195.0,0.00057065352066371,5.4564016245978135e-12,1
1215.0,0.0,0.0,5.0,216.0,44.0,-7.125040909090907e-07,3.757375583598106e-10,1.938395105131589e-05,-1.311377281686862,-0.127931312831663,1.0,1.0,1.0,5.0,15.0,7.869665548043482e-12,1.4582486610149652e-12,1086.0,220.0,0.0006145499458634876,8.539489962722968e-12,1
1216.0,0.0,1.0,5.0,221.0,45.0,-1.583977244444444e-06,5.019947241059471e-10,2.2405238764760963e-05,-1.485036598869908,0.0107510514651059,1.0,1.0,1.0,4.0,15.0,1.0383809051884446e-11,1.3763203368616372e-12,1125.0,225.0,0.0006584463709757653,1.1155438313465496e-11,1
1217.0,0.0,1.0,5.0,241.0,49.0,1.3620856122448975e-06,7.244838719055545e-10,2.691623807120072e-05,-1.502685994525282,0.0854768871282625,1.0,1.0,1.0,4.0,14.0,1.2682680085571873e-11,1.7564558513510353e-12,1229.0,245.0,0.0007023427962907431,1.4785385140929688e-11,1
1218.0,0.0,1.0,5.0,211.0,43.0,-2.374942465116279e-06,2.8345670834566545e-10,1.683617261570056e-05,-0.7528953058415517,-0.7107135649219842,1.0,1.0,1.0,6.0,14.0,3.77956097850295e-12,1.1550389819965106e-12,1077.0,215.0,0.0007462392192082207,6.592016473155011e-12,1
1219.0,0.0,1.0,5.0,215.0,44.0,-2.0670441477272727e-06,2.525543963033148e-10,1.5891960115206517e-05,-0.8816526192440333,-0.6303577361966589,1.0,1.0,1.0,9.0,15.0,3.562264435311971e-12,2.017909609224359e-12,1091.0,220.0,0.00022927780554367,5.739872643257154e-12,1
1220.0,0.0,1.0,5.0,225.0,46.0,2.6227284782608697e-06,3.970985861523216e-10,1.992733264017845e-05,-1.3231264289401166,-0.1054787488204476,1.0,1.0,1.0,7.0,16.0,7.45216082517778e-12,1.2406773928772744e-12,1145.0,230.0,0.00024201546193215867,8.632577959833078e-12,1
1221.0,0.0,0.0,5.0,200.0,41.0,-7.527350585365852e-06,1.7507996923872456e-10,1.3231778763217156e-05,-0.8924160996987571,-0.4232949447517669,1.0,1.0,1.0,5.0,12.0,4.14803691391775e-12,8.970301545566073e-13,1016.0,205.0,0.0002547531168409536,4.2702431521640135e-12,1
1222.0,0.0,1.0,5.0,234.0,48.0,-1.8193134791666664e-06,6.82593914559164e-10,2.612649832180279e-05,-1.5157511290612662,0.0660765899837946,1.0,1.0,1.0,5.0,16.0,1.2474570281911807e-11,1.4885341982385899e-12,1186.0,240.0,0.00026749077468089946,1.422070655331592e-11,1
1223.0,0.0,0.0,5.0,201.0,41.0,-1.11217456097561e-06,4.946695266847121e-10,2.2241167385834583e-05,-1.479203038285031,-0.0651672151636336,1.0,1.0,1.0,5.0,13.0,1.252382089483095e-11,1.721430436228879e-12,1015.0,205.0,0.00028022843002315157,1.2065110406944196e-11,1
1224.0,0.0,1.0,5.0,176.0,36.0,-2.963938177777778e-06,1.6090757014173191e-10,1.2684934770889912e-05,-1.407680885076986,0.0194953379787342,1.0,1.0,1.0,5.0,10.0,5.32335063260027e-12,1.083934707829896e-12,886.0,180.0,0.0002929660842746344,4.46965472615922e-12,1
1225.0,0.0,1.0,5.0,190.0,39.0,4.483487179487182e-07,2.628491522387905e-10,1.6212623237428008e-05,-1.4387248270899704,0.0851918673370093,1.0,1.0,1.0,4.0,12.0,7.334818245234347e-12,1.352110347392403e-12,950.0,195.0,0.00030570374054208116,6.739721852276682e-12,1
1226.0,0.0,1.0,5.0,175.0,36.0,-4.130150277777778e-06,2.7368992367876937e-10,1.6543576508082206e-05,-1.1347567924891202,-0.284453688230814,1.0,1.0,1.0,4.0,11.0,8.077078405034287e-12,1.3068508803121108e-12,875.0,180.0,0.0003184413965208847,7.602497879965817e-12,1
1227.0,0.0,1.0,5.0,215.0,44.0,-1.6904924999999998e-06,8.392014933286642e-10,2.896897466823195e-05,-1.4715424808093898,0.0217412109983411,1.0,1.0,1.0,4.0,13.0,1.7716205579906654e-11,1.504235897070522e-12,1075.0,220.0,0.0003311790546584827,1.9072761212015095e-11,1
1228.0,0.0,1.0,5.0,220.0,45.0,-1.5860454000000003e-06,1.064600167738303e-09,3.262821122492471e-05,-1.481975544107864,-0.0020161310648043,1.0,1.0,1.0,6.0,15.0,2.162202840015524e-11,2.233309925836084e-12,1100.0,225.0,0.0003439167113925893,2.3657781505295624e-11,1
1229.0,0.0,1.0,5.0,250.0,51.0,1.1799474313725492e-06,8.307731004703247e-10,2.882313481338081e-05,-1.2386375899463982,-0.1281545708379351,1.0,1.0,1.0,8.0,17.0,1.274980514532284e-11,1.7157195211007752e-12,1250.0,255.0,0.0003566543656748677,1.6289668636673038e-11,1
1230.0,0.0,1.0,5.0,225.0,46.0,0.0,1.0252541876243643e-10,1.0125483631038888e-05,-1.4602973899825724,0.0187488924108231,1.0,1.0,1.0,8.0,15.0,2.237880884809462e-12,7.426537915705623e-13,1125.0,230.0,0.0003693920186057215,2.228813451357314e-12,1
1231.0,0.0,1.0,5.0,235.0,48.0,0.0,1.1904725461705055e-10,1.0910877811480182e-05,-1.0621483964786915,-0.3305844812794678,1.0,1.0,1.0,11.0,15.0,1.9634726376662336e-12,7.642805510565411e-13,1175.0,240.0,0.00038212967445491476,2.480151137855221e-12,1
1232.0,0.0,1.0,5.0,241.0,49.0,0.0,1.7644678121787055e-10,1.3283327189295254e-05,-1.4248098654438237,-0.0718223552082807,1.0,1.0,1.0,7.0,16.0,3.2159847430881597e-12,1.0387606683714448e-12,1211.0,245.0,0.0003948673304787527,3.600954718732052e-12,1
1233.0,0.0,0.0,5.0,232.0,47.0,0.0,1.6536329612653015e-10,1.2859366085718616e-05,-1.5073383696187932,-0.0268469595346506,1.0,1.0,1.0,7.0,15.0,3.222384190609557e-12,5.434416066076247e-13,1172.0,235.0,0.00040760498625765887,3.518368002692132e-12,1
1234.0,0.0,1.0,5.0,212.0,43.0,0.0,1.319769007026213e-10,1.14881199812076e-05,-1.516452572728595,-0.0631608718702567,1.0,1.0,1.0,11.0,14.0,3.2566751979580585e-12,1.0797216375146129e-12,1084.0,215.0,0.0004203426419656963,3.0692302488981696e-12,1
1235.0,1.0,1.0,5.0,210.0,19.0,0.0,2.983586829867424e-11,5.462221919573961e-06,-0.1345869316644763,0.7478438990712275,1.0,1.0,0.0,1.0,1.0,8.014047450639888e-12,1.2971191393351824e-11,16050.0,95.0,0.000433080297283517,1.5703088578249601e-12,1
1236.0,0.0,1.0,5.0,170.0,35.0,0.0,5.86260898132516e-11,7.656767582554115e-06,-1.4357010471344067,0.029088833053837,1.0,1.0,1.0,6.0,10.0,2.33180855707417e-12,9.902889640189993e-13,850.0,175.0,0.00044581795328457844,1.6750311375214742e-12,1
1237.0,0.0,1.0,5.0,217.0,44.0,0.0,3.0391349346214194e-10,1.743311485254835e-05,-1.2766863973336935,-0.1258796683349023,1.0,1.0,1.0,5.0,11.0,6.4347745027838834e-12,9.176552746251701e-13,1097.0,220.0,0.0004585556101385198,6.907124851412317e-12,1
1238.0,0.0,1.0,5.0,245.0,50.0,0.0,0.3298786043966201,2.458359727751785e-05,-1.4539604437469769,0.0513500401953573,15.348485142067226,1.0,1.0,6.0,17.0,1.00138166560073e-11,1.271467543838155e-12,1225.0,250.0,0.00047129326700302246,1.2087065102063666e-11,1
1239.0,0.0,1.0,5.0,225.0,46.0,0.0,1.8385141818930868e-10,1.3559182061957453e-05,-1.4789278265583252,-0.0036995605497429,1.0,1.0,1.0,7.0,15.0,3.686431786162958e-12,5.756622705587314e-13,1125.0,230.0,0.0004840309211516696,3.996769960637146e-12,1
1240.0,0.0,0.0,5.0,265.0,54.0,0.0,2.7933035373242707e-10,1.6713179043270824e-05,-1.5042142663778466,0.0846633330519266,1.0,1.0,1.0,6.0,17.0,4.032210725191397e-12,3.875356073314437e-13,1325.0,270.0,0.0004967685771869067,5.172784328378279e-12,1
1241.0,0.0,1.0,5.0,240.0,49.0,0.0,7.716594820678988e-10,2.777875954876133e-05,-1.483837210594646,0.0459979390043531,1.0,1.0,1.0,2.0,15.0,1.3194090165030764e-11,1.1116588308365097e-12,1200.0,245.0,0.0005095062351463554,1.5748152695263238e-11,1
1242.0,0.0,0.0,5.0,215.0,44.0,0.0,6.157670863573771e-10,2.481465466931541e-05,-1.4850743066247205,-0.0072738376534398,1.0,1.0,1.0,5.0,14.0,1.3308242299432634e-11,1.5375486756003828e-12,1075.0,220.0,0.0005222438905934183,1.3994706508122212e-11,1
1243.0,0.0,1.0,5.0,150.0,31.0,0.0,9.692409906675675e-11,9.845003761642592e-06,-0.7383670186410702,-0.6943789080289621,1.0,1.0,1.0,6.0,9.0,2.736355083763223e-12,7.536796570866037e-13,750.0,155.0,0.0005349815441738235,3.1265838408631213e-12,1
1244.0,0.0,1.0,5.0,185.0,38.0,0.0,2.4795508861338627e-10,1.5746589745509543e-05,-0.6751692041594599,-0.63457806584724,1.0,1.0,1.0,6.0,13.0,5.718659223527953e-12,1.6538712064033568e-12,925.0,190.0,0.0005477192006662384,6.525133910878587e-12,1
1245.0,0.0,1.0,5.0,200.0,41.0,1.4202753658536588e-07,5.759233404674095e-10,2.399840287326241e-05,-1.5064752567231996,0.0192012356043721,1.0,1.0,1.0,4.0,14.0,1.4338677714373547e-11,1.6345424132055198e-12,1000.0,205.0,2.879616702337048e-12,1.4046910743107548e-11,0
1246.0,0.0,1.0,5.0,215.0,44.0,-1.101507545454545e-06,8.765090031207232e-10,2.9605894736027207e-05,-1.4450146559038213,-0.021549735010087,1.0,1.0,1.0,4.0,14.0,1.8292200460842523e-11,1.708311672622523e-12,1075.0,220.0,4.07678606102662e-12,1.9920659161834623e-11,0
1247.0,0.0,1.0,5.0,230.0,47.0,-3.111809468085106e-06,8.554399409669786e-10,2.924790489876119e-05,-1.470098597811938,-0.0195362313491923,1.0,1.0,1.0,4.0,18.0,1.606413522626734e-11,1.973685189732221e-12,1150.0,235.0,3.719304091160777e-12,1.820084980780806e-11,0
1248.0,0.0,1.0,5.0,270.0,55.0,-3.141662727272722e-07,8.14310050569041e-10,2.853611835146892e-05,0.0851951595892452,0.0529480358387663,1.0,1.0,1.0,3.0,121.32192315116434,1.1304732487090703e-11,1.3667787352829278e-12,1350.0,275.0,3.015963150255708e-12,1.4805637283073475e-11,1
1249.0,0.0,1.0,5.0,222.0,45.0,9.192845999999997e-07,1.820990763879785e-10,1.3494409078873316e-05,-4.63512913962127,0.083878044617229,1.0,1.0,1.0,4.0,-3.4035472908127,3.932351109217063e-12,8.038337831009097e-13,1122.0,225.0,8.202661098557593e-13,4.04664614195508e-12,1
1250.0,0.0,1.0,5.0,1255.998014766527,46.0,-7.626578043478271e-07,3.404844635223586e-10,1.8452221099974896e-05,-2.2668071639174032,-0.2108403811307441,15.348485142067226,1.0,1.0,8.0,14.54961349544624,6.271046103916489e-12,9.622093284387728e-13,1125.0,230.0,1.5132642823215945e-12,7.401836163529537e-12,1
1251.0,0.0,1.0,5.0,245.0,50.0,-2.3223878820000003e-06,4.934675091384974e-10,2.221412859282348e-05,0.0991235556636309,0.0201306465265184,1.0,1.0,1.0,5.0,-35.71983929309589,8.27667099206686e-12,1.3067493307467594e-12,1225.0,250.0,2.014153098524481e-12,9.869350182769953e-12,1
1252.0,0.0,1.0,5.0,265.0,54.0,1.2761622222222226e-06,7.09484680294884e-10,2.663615363176305e-05,-3.9831477521643537,0.0641780218393331,1.0,1.0,1.0,7.0,-148.55454303006357,1.0171075864161269e-11,1.511327307899998e-12,1325.0,270.0,2.677300680358053e-12,1.3138605190646e-11,1
1253.0,0.0,0.0,5.0,355.0,72.0,-1.3422570833333332e-06,4.953304923777096e-10,2.2256021485829617e-05,-0.7696227271930691,-0.0441869069426227,1.0,1.0,1.0,13.0,85.00794912945027,4.152020800785836e-12,8.050396450093882e-13,1775.0,360.0,1.395297161627351e-12,6.879590171912633e-12,1
1254.0,0.0,1.0,5.0,290.0,59.0,-7.905577288135593e-07,2.470849059660999e-10,1.5718934632032156e-05,-4.073508448746668,-0.0391068687512043,1.0,1.0,1.0,15.0,68.0160865890764,2.853081780239648e-12,8.716532903226689e-13,1450.0,295.0,8.520169171244823e-13,4.187879762137286e-12,1
1255.0,0.0,1.0,5.0,230.0,47.0,-6.69916810212766e-06,2.59488945418501e-10,1.610866057183219e-05,0.2189568184980311,-0.6446980726320892,1.0,1.0,1.0,9.0,-2.096179682346982,3.868320903799666e-12,1.2672432956324686e-12,1150.0,235.0,1.1282128061673957e-12,5.521041391883e-12,1
1256.0,0.0,1.0,5.0,245.0,50.0,2.4627120000000017e-07,9.110517116796783e-10,3.0183633175608243e-05,-1.5753639524436776,0.028028608166366,1.0,1.0,1.0,3.0,18.547250138876034,1.501620648529146e-11,8.995915283993058e-13,1225.0,250.0,3.718578415019096e-12,1.8221034233593568e-11,1
1257.0,0.0,0.0,5.0,225.0,46.0,-1.520962847826087e-06,7.832014586313564e-10,2.798573669981472e-05,-4.72474283874819,0.0079831499800118,1.0,1.0,1.0,5.0,49.02133991910017,1.5413099541288488e-11,1.4882709591208386e-12,1125.0,230.0,3.480895371694919e-12,1.7026118665899056e-11,1
1258.0,0.0,1.0,5.0,205.0,42.0,3.021025428571429e-06,4.0313938387881775e-10,2.0078331202538167e-05,1.5522983857375197,-0.561486957143853,1.0,1.0,1.0,5.0,-93.06375269691088,7.872057102052401e-12,1.2874245264456005e-12,1025.0,210.0,1.966533579896672e-12,9.598556759019468e-12,1
1259.0,0.0,0.0,5.0,145.0,30.0,-7.758707966666666e-06,2.1643999062055235e-11,4.652311152755718e-06,-2.431670976013963,-0.2860743781048924,1.0,1.0,0.0,7.0,-26.911465949232884,8.999655548065851e-13,5.810679882569238e-13,725.0,150.0,1.492689590486568e-13,7.214666354018414e-13,1
1260.0,0.0,1.0,5.0,200.0,41.0,1.4689245756097565e-06,1.6621781546964167e-10,1.2892548835263016e-05,-3.1192618933222933,0.0989761693870117,1.0,1.0,1.0,5.0,64.91374095295913,4.238231856038289e-12,4.927419438716874e-13,1000.0,205.0,8.310890773482089e-13,4.054093060235165e-12,1
1261.0,0.0,1.0,5.0,202.0,41.0,-3.913729880487805e-06,4.0191767906679965e-10,2.0047884653169763e-05,-0.6017968124401931,-0.4514442250290481,1.0,1.0,1.0,3.0,-72.13967292739363,7.62213225504181e-12,7.26787076360385e-13,1038.0,205.0,1.989691480528712e-12,9.802870221141456e-12,1
1262.0,0.0,0.0,5.0,249.0,51.0,3.54741588235294e-07,3.4075890893215075e-10,1.8459656251733152e-05,0.8126507837976522,0.0297681228416233,1.0,1.0,1.0,6.0,36.92636298148573,5.5138350864488415e-12,8.857182307133757e-13,1259.0,255.0,1.3685096744263084e-12,6.6815472339637414e-12,1
1263.0,0.0,1.0,5.0,236.0,48.0,-3.721768125e-07,2.3903397273223744e-10,1.5460723551381334e-05,-3.493751793364591,-0.0110877201036299,1.0,1.0,1.0,6.0,-77.08315801073697,4.501797828428061e-12,1.039198762464584e-12,1186.0,240.0,1.012855816662023e-12,4.9798744319216135e-12,1
1264.0,0.0,1.0,5.0,195.0,40.0,-2.6569397275000003e-06,1.1002528813119002e-10,1.048929397677413e-05,-0.4454765765300144,-0.7922105156817004,1.0,1.0,1.0,10.0,46.66071196516965,1.987240487733368e-12,6.56440350832171e-13,975.0,200.0,5.642322468266155e-13,2.7506322032797506e-12,1
1265.0,0.0,1.0,5.0,235.0,48.0,1.4205576458333337e-06,4.79688856902246e-10,2.190180031189779e-05,-0.5620789020825885,-0.0705252951309502,1.0,1.0,1.0,2.0,11.58069860958576,8.540726344948639e-12,6.205203890419342e-13,1175.0,240.0,2.04122917830743e-12,9.993517852130128e-12,1
1266.0,1.0,1.0,5.0,430.0,63.0,-1.2289274873015874e-05,3.164940983246597e-10,1.7790281007467523e-05,0.5519646064061565,0.564550787074075,1.0,1.0,1.0,1.0,-108.63322499632292,8.045180807676636e-12,9.378545714464552e-12,17150.0,315.0,7.360327868015344e-13,5.02371584642317e-12,1
1267.0,0.0,0.0,5.0,275.0,56.0,1.3493347499999998e-06,3.063151702920193e-10,1.750186190929466e-05,-1.0402578108389855,-0.1368934628980591,1.0,1.0,1.0,9.0,97.06112086441959,4.115752455841349e-12,1.0437325394918617e-12,1375.0,280.0,1.113873346516434e-12,5.469913755214631e-12,1
1268.0,0.0,1.0,5.0,250.0,51.0,-8.087627133333332e-06,1.2210099073565335e-10,1.1049931707284592e-05,-2.1657834668743825,0.0271652306378413,1.0,1.0,1.0,7.0,-32.8632017686758,2.015010654100225e-12,4.608274731039967e-13,1250.0,255.0,4.884039629426135e-13,2.3941370732481054e-12,1
1269.0,0.0,1.0,5.0,235.0,48.0,-4.19111820625e-06,1.4017537502188575e-10,1.183956819406374e-05,-2.9482924817943688,-0.0868631687015503,1.0,1.0,1.0,6.0,-39.99897089279646,2.4712583382161146e-12,5.556528166064048e-13,1175.0,240.0,5.964909575399396e-13,2.920320312955953e-12,1
1270.0,0.0,1.0,5.0,240.0,49.0,4.122817755102041e-06,4.332366351477112e-10,2.081433724978317e-05,-1.331360031736632,0.1147107811080919,1.0,1.0,1.0,9.0,28.614398348672154,7.683047229124305e-12,1.2916266048794018e-12,1200.0,245.0,1.805152646448797e-12,8.841563982606353e-12,1
1271.0,0.0,1.0,5.0,240.0,49.0,-2.1687474897959178e-06,3.1664901387743256e-10,1.779463441258158e-05,-3.613434860351747,0.0138945576557835,1.0,1.0,1.0,9.0,92.96813593105864,5.531328517247708e-12,9.12491096625382e-13,1200.0,245.0,1.319370891155969e-12,6.462224773008828e-12,1
